tanggal,kab_kota,pasar,komoditas_id,komoditas_nama,harga
2026-02-12,Kota Mojokerto,Pasar Prajuritkulon,4,Beras Medium / kg,13000
2026-02-13,Kota Mojokerto,Pasar Prajuritkulon,4,Beras Medium / kg,13000
2026-02-14,Kota Mojokerto,Pasar Prajuritkulon,4,Beras Medium / kg,13000
2026-02-15,Kota Mojokerto,Pasar Prajuritkulon,4,Beras Medium / kg,13000
2026-02-09,Kota Mojokerto,Pasar Tanjung Anyar,4,Beras Medium / kg,13000
2026-02-10,Kota Mojokerto,Pasar Tanjung Anyar,4,Beras Medium / kg,13000
2026-02-11,Kota Mojokerto,Pasar Tanjung Anyar,4,Beras Medium / kg,13000
2026-02-12,Kota Mojokerto,Pasar Tanjung Anyar,4,Beras Medium / kg,13000
2026-02-13,Kota Mojokerto,Pasar Tanjung Anyar,4,Beras Medium / kg,13000
2026-02-14,Kota Mojokerto,Pasar Tanjung Anyar,4,Beras Medium / kg,13000
2026-02-15,Kota Mojokerto,Pasar Tanjung Anyar,4,Beras Medium / kg,13000
2026-02-09,Kota Pasuruan,Pasar Besar,4,Beras Medium / kg,13200
2026-02-10,Kota Pasuruan,Pasar Besar,4,Beras Medium / kg,13200
2026-02-11,Kota Pasuruan,Pasar Besar,4,Beras Medium / kg,13200
2026-02-12,Kota Pasuruan,Pasar Besar,4,Beras Medium / kg,13200
2026-02-13,Kota Pasuruan,Pasar Besar,4,Beras Medium / kg,13200
2026-02-14,Kota Pasuruan,Pasar Besar,4,Beras Medium / kg,13200
2026-02-15,Kota Pasuruan,Pasar Besar,4,Beras Medium / kg,13200
2026-02-09,Kota Pasuruan,Pasar Kebonagung,4,Beras Medium / kg,13200
2026-02-10,Kota Pasuruan,Pasar Kebonagung,4,Beras Medium / kg,13200
2026-02-11,Kota Pasuruan,Pasar Kebonagung,4,Beras Medium / kg,13200
2026-02-12,Kota Pasuruan,Pasar Kebonagung,4,Beras Medium / kg,13200
2026-02-13,Kota Pasuruan,Pasar Kebonagung,4,Beras Medium / kg,13200
2026-02-14,Kota Pasuruan,Pasar Kebonagung,4,Beras Medium / kg,13200
2026-02-15,Kota Pasuruan,Pasar Kebonagung,4,Beras Medium / kg,13200
2026-02-09,Kota Probolinggo,Pasar Baru,4,Beras Medium / kg,12500
2026-02-10,Kota Probolinggo,Pasar Baru,4,Beras Medium / kg,12500
2026-02-11,Kota Probolinggo,Pasar Baru,4,Beras Medium / kg,12500
2026-02-12,Kota Probolinggo,Pasar Baru,4,Beras Medium / kg,12500
2026-02-13,Kota Probolinggo,Pasar Baru,4,Beras Medium / kg,12500
2026-02-14,Kota Probolinggo,Pasar Baru,4,Beras Medium / kg,12500
2026-02-15,Kota Probolinggo,Pasar Baru,4,Beras Medium / kg,12500
2026-02-09,Kota Probolinggo,Pasar Kronong,4,Beras Medium / kg,13500
2026-02-10,Kota Probolinggo,Pasar Kronong,4,Beras Medium / kg,13500
2026-02-11,Kota Probolinggo,Pasar Kronong,4,Beras Medium / kg,13500
2026-02-12,Kota Probolinggo,Pasar Kronong,4,Beras Medium / kg,13500
2026-02-13,Kota Probolinggo,Pasar Kronong,4,Beras Medium / kg,13500
2026-02-14,Kota Probolinggo,Pasar Kronong,4,Beras Medium / kg,13500
2026-02-15,Kota Probolinggo,Pasar Kronong,4,Beras Medium / kg,13500
2026-02-09,Kota Probolinggo,Pasar Wonoasih,4,Beras Medium / kg,11600
2026-02-10,Kota Probolinggo,Pasar Wonoasih,4,Beras Medium / kg,11600
2026-02-11,Kota Probolinggo,Pasar Wonoasih,4,Beras Medium / kg,11600
2026-02-12,Kota Probolinggo,Pasar Wonoasih,4,Beras Medium / kg,11600
2026-02-13,Kota Probolinggo,Pasar Wonoasih,4,Beras Medium / kg,11600
2026-02-14,Kota Probolinggo,Pasar Wonoasih,4,Beras Medium / kg,11600
2026-02-15,Kota Probolinggo,Pasar Wonoasih,4,Beras Medium / kg,11600
2026-02-02,Kota Surabaya,Pasar Genteng,4,Beras Medium / kg,14000
2026-02-03,Kota Surabaya,Pasar Genteng,4,Beras Medium / kg,14000
2026-02-04,Kota Surabaya,Pasar Genteng,4,Beras Medium / kg,14000
2026-02-05,Kota Surabaya,Pasar Genteng,4,Beras Medium / kg,14000
2026-02-06,Kota Surabaya,Pasar Genteng,4,Beras Medium / kg,14000
2026-02-07,Kota Surabaya,Pasar Genteng,4,Beras Medium / kg,14000
2026-02-08,Kota Surabaya,Pasar Genteng,4,Beras Medium / kg,14000
2026-02-02,Kota Surabaya,Pasar Keputran,4,Beras Medium / kg,12500
2026-02-03,Kota Surabaya,Pasar Keputran,4,Beras Medium / kg,12000
2026-02-04,Kota Surabaya,Pasar Keputran,4,Beras Medium / kg,12000
2026-02-05,Kota Surabaya,Pasar Keputran,4,Beras Medium / kg,12000
2026-02-06,Kota Surabaya,Pasar Keputran,4,Beras Medium / kg,12000
2026-02-07,Kota Surabaya,Pasar Keputran,4,Beras Medium / kg,12000
2026-02-08,Kota Surabaya,Pasar Keputran,4,Beras Medium / kg,12000
2026-02-02,Kota Surabaya,Pasar Pucang Anom,4,Beras Medium / kg,13500
2026-02-03,Kota Surabaya,Pasar Pucang Anom,4,Beras Medium / kg,13500
2026-02-04,Kota Surabaya,Pasar Pucang Anom,4,Beras Medium / kg,13500
2026-02-05,Kota Surabaya,Pasar Pucang Anom,4,Beras Medium / kg,13500
2026-02-06,Kota Surabaya,Pasar Pucang Anom,4,Beras Medium / kg,13500
2026-02-07,Kota Surabaya,Pasar Pucang Anom,4,Beras Medium / kg,13500
2026-02-08,Kota Surabaya,Pasar Pucang Anom,4,Beras Medium / kg,13500
2026-02-02,Kota Surabaya,Pasar Soponyono,4,Beras Medium / kg,12000
2026-02-03,Kota Surabaya,Pasar Soponyono,4,Beras Medium / kg,12000
2026-02-04,Kota Surabaya,Pasar Soponyono,4,Beras Medium / kg,12000
2026-02-05,Kota Surabaya,Pasar Soponyono,4,Beras Medium / kg,12000
2026-02-06,Kota Surabaya,Pasar Soponyono,4,Beras Medium / kg,12000
2026-02-07,Kota Surabaya,Pasar Soponyono,4,Beras Medium / kg,12000
2026-02-08,Kota Surabaya,Pasar Soponyono,4,Beras Medium / kg,12000
2026-02-02,Kota Surabaya,Pasar Tambahrejo,4,Beras Medium / kg,12500
2026-02-03,Kota Surabaya,Pasar Tambahrejo,4,Beras Medium / kg,12500
2026-02-04,Kota Surabaya,Pasar Tambahrejo,4,Beras Medium / kg,12500
2026-02-05,Kota Surabaya,Pasar Tambahrejo,4,Beras Medium / kg,12500
2026-02-06,Kota Surabaya,Pasar Tambahrejo,4,Beras Medium / kg,12500
2026-02-07,Kota Surabaya,Pasar Tambahrejo,4,Beras Medium / kg,12500
2026-02-08,Kota Surabaya,Pasar Tambahrejo,4,Beras Medium / kg,12500
2026-02-02,Kota Surabaya,Pasar Wonokromo,4,Beras Medium / kg,12000
2026-02-03,Kota Surabaya,Pasar Wonokromo,4,Beras Medium / kg,12000
2026-02-04,Kota Surabaya,Pasar Wonokromo,4,Beras Medium / kg,12000
2026-02-05,Kota Surabaya,Pasar Wonokromo,4,Beras Medium / kg,12000
2026-02-06,Kota Surabaya,Pasar Wonokromo,4,Beras Medium / kg,12000
2026-02-07,Kota Surabaya,Pasar Wonokromo,4,Beras Medium / kg,12000
2026-02-08,Kota Surabaya,Pasar Wonokromo,4,Beras Medium / kg,12000
2026-02-02,Kota Malang,Pasar Besar,4,Beras Medium / kg,12400
2026-02-03,Kota Malang,Pasar Besar,4,Beras Medium / kg,12400
2026-02-04,Kota Malang,Pasar Besar,4,Beras Medium / kg,12400
2026-02-05,Kota Malang,Pasar Besar,4,Beras Medium / kg,12400
2026-02-06,Kota Malang,Pasar Besar,4,Beras Medium / kg,12400
2026-02-07,Kota Malang,Pasar Besar,4,Beras Medium / kg,12400
2026-02-08,Kota Malang,Pasar Besar,4,Beras Medium / kg,12400
2026-02-02,Kota Malang,Pasar Blimbing,4,Beras Medium / kg,13000
2026-02-03,Kota Malang,Pasar Blimbing,4,Beras Medium / kg,13000
2026-02-04,Kota Malang,Pasar Blimbing,4,Beras Medium / kg,13000
2026-02-05,Kota Malang,Pasar Blimbing,4,Beras Medium / kg,13000
2026-02-06,Kota Malang,Pasar Blimbing,4,Beras Medium / kg,13000
2026-02-07,Kota Malang,Pasar Blimbing,4,Beras Medium / kg,13000
2026-02-08,Kota Malang,Pasar Blimbing,4,Beras Medium / kg,13000
2026-02-02,Kota Malang,Pasar Dinoyo,4,Beras Medium / kg,12400
2026-02-03,Kota Malang,Pasar Dinoyo,4,Beras Medium / kg,12400
2026-02-04,Kota Malang,Pasar Dinoyo,4,Beras Medium / kg,12400
2026-02-05,Kota Malang,Pasar Dinoyo,4,Beras Medium / kg,12400
2026-02-06,Kota Malang,Pasar Dinoyo,4,Beras Medium / kg,12400
2026-02-07,Kota Malang,Pasar Dinoyo,4,Beras Medium / kg,12400
2026-02-08,Kota Malang,Pasar Dinoyo,4,Beras Medium / kg,12400
2026-02-02,Kota Malang,Pasar Klojen,4,Beras Medium / kg,12500
2026-02-03,Kota Malang,Pasar Klojen,4,Beras Medium / kg,12500
2026-02-04,Kota Malang,Pasar Klojen,4,Beras Medium / kg,12500
2026-02-05,Kota Malang,Pasar Klojen,4,Beras Medium / kg,12500
2026-02-06,Kota Malang,Pasar Klojen,4,Beras Medium / kg,12500
2026-02-07,Kota Malang,Pasar Klojen,4,Beras Medium / kg,12500
2026-02-08,Kota Malang,Pasar Klojen,4,Beras Medium / kg,12500
2026-02-02,Kota Malang,Pasar Oro-oro Dowo,4,Beras Medium / kg,13000
2026-02-03,Kota Malang,Pasar Oro-oro Dowo,4,Beras Medium / kg,13000
2026-02-04,Kota Malang,Pasar Oro-oro Dowo,4,Beras Medium / kg,13000
2026-02-05,Kota Malang,Pasar Oro-oro Dowo,4,Beras Medium / kg,13000
2026-02-06,Kota Malang,Pasar Oro-oro Dowo,4,Beras Medium / kg,13000
2026-02-07,Kota Malang,Pasar Oro-oro Dowo,4,Beras Medium / kg,13000
2026-02-08,Kota Malang,Pasar Oro-oro Dowo,4,Beras Medium / kg,13000
2026-02-02,Kota Malang,Pasar Tawangmangu,4,Beras Medium / kg,12500
2026-02-03,Kota Malang,Pasar Tawangmangu,4,Beras Medium / kg,12500
2026-02-04,Kota Malang,Pasar Tawangmangu,4,Beras Medium / kg,12500
2026-02-05,Kota Malang,Pasar Tawangmangu,4,Beras Medium / kg,12500
2026-02-06,Kota Malang,Pasar Tawangmangu,4,Beras Medium / kg,12500
2026-02-07,Kota Malang,Pasar Tawangmangu,4,Beras Medium / kg,12500
2026-02-08,Kota Malang,Pasar Tawangmangu,4,Beras Medium / kg,12500
2026-02-02,Kota Kediri,Pasar Bandar,4,Beras Medium / kg,13000
2026-02-03,Kota Kediri,Pasar Bandar,4,Beras Medium / kg,13000
2026-02-04,Kota Kediri,Pasar Bandar,4,Beras Medium / kg,13000
2026-02-05,Kota Kediri,Pasar Bandar,4,Beras Medium / kg,13000
2026-02-06,Kota Kediri,Pasar Bandar,4,Beras Medium / kg,13000
2026-02-07,Kota Kediri,Pasar Bandar,4,Beras Medium / kg,13000
2026-02-08,Kota Kediri,Pasar Bandar,4,Beras Medium / kg,13000
2026-02-02,Kota Kediri,Pasar Pahing,4,Beras Medium / kg,13500
2026-02-03,Kota Kediri,Pasar Pahing,4,Beras Medium / kg,13500
2026-02-04,Kota Kediri,Pasar Pahing,4,Beras Medium / kg,13500
2026-02-05,Kota Kediri,Pasar Pahing,4,Beras Medium / kg,13500
2026-02-06,Kota Kediri,Pasar Pahing,4,Beras Medium / kg,13500
2026-02-07,Kota Kediri,Pasar Pahing,4,Beras Medium / kg,13500
2026-02-08,Kota Kediri,Pasar Pahing,4,Beras Medium / kg,13500
2026-02-02,Kota Kediri,Pasar Setono Betek,4,Beras Medium / kg,12500
2026-02-03,Kota Kediri,Pasar Setono Betek,4,Beras Medium / kg,12500
2026-02-04,Kota Kediri,Pasar Setono Betek,4,Beras Medium / kg,12500
2026-02-05,Kota Kediri,Pasar Setono Betek,4,Beras Medium / kg,12500
2026-02-06,Kota Kediri,Pasar Setono Betek,4,Beras Medium / kg,12500
2026-02-07,Kota Kediri,Pasar Setono Betek,4,Beras Medium / kg,12500
2026-02-08,Kota Kediri,Pasar Setono Betek,4,Beras Medium / kg,12500
2026-02-02,Kabupaten Jember,Pasar Kreongan,4,Beras Medium / kg,12000
2026-02-03,Kabupaten Jember,Pasar Kreongan,4,Beras Medium / kg,12000
2026-02-04,Kabupaten Jember,Pasar Kreongan,4,Beras Medium / kg,12000
2026-02-05,Kabupaten Jember,Pasar Kreongan,4,Beras Medium / kg,12000
2026-02-06,Kabupaten Jember,Pasar Kreongan,4,Beras Medium / kg,12000
2026-02-07,Kabupaten Jember,Pasar Kreongan,4,Beras Medium / kg,12000
2026-02-08,Kabupaten Jember,Pasar Kreongan,4,Beras Medium / kg,12000
2026-02-02,Kabupaten Jember,Pasar Mangli,4,Beras Medium / kg,12000
2026-02-03,Kabupaten Jember,Pasar Mangli,4,Beras Medium / kg,12000
2026-02-04,Kabupaten Jember,Pasar Mangli,4,Beras Medium / kg,12000
2026-02-05,Kabupaten Jember,Pasar Mangli,4,Beras Medium / kg,12000
2026-02-06,Kabupaten Jember,Pasar Mangli,4,Beras Medium / kg,12000
2026-02-07,Kabupaten Jember,Pasar Mangli,4,Beras Medium / kg,12000
2026-02-08,Kabupaten Jember,Pasar Mangli,4,Beras Medium / kg,12000
2026-02-02,Kabupaten Jember,Pasar Tanjung,4,Beras Medium / kg,12500
2026-02-03,Kabupaten Jember,Pasar Tanjung,4,Beras Medium / kg,12500
2026-02-04,Kabupaten Jember,Pasar Tanjung,4,Beras Medium / kg,12500
2026-02-05,Kabupaten Jember,Pasar Tanjung,4,Beras Medium / kg,12500
2026-02-06,Kabupaten Jember,Pasar Tanjung,4,Beras Medium / kg,12500
2026-02-07,Kabupaten Jember,Pasar Tanjung,4,Beras Medium / kg,12500
2026-02-08,Kabupaten Jember,Pasar Tanjung,4,Beras Medium / kg,12500
2026-02-02,Kabupaten Jember,Pasar Tegal Besar,4,Beras Medium / kg,12000
2026-02-03,Kabupaten Jember,Pasar Tegal Besar,4,Beras Medium / kg,12000
2026-02-04,Kabupaten Jember,Pasar Tegal Besar,4,Beras Medium / kg,12000
2026-02-05,Kabupaten Jember,Pasar Tegal Besar,4,Beras Medium / kg,12000
2026-02-06,Kabupaten Jember,Pasar Tegal Besar,4,Beras Medium / kg,12000
2026-02-07,Kabupaten Jember,Pasar Tegal Besar,4,Beras Medium / kg,12000
2026-02-08,Kabupaten Jember,Pasar Tegal Besar,4,Beras Medium / kg,12000
2026-02-02,Kabupaten Jember,Pasar Wirolegi,4,Beras Medium / kg,11600
2026-02-03,Kabupaten Jember,Pasar Wirolegi,4,Beras Medium / kg,11600
2026-02-04,Kabupaten Jember,Pasar Wirolegi,4,Beras Medium / kg,11600
2026-02-05,Kabupaten Jember,Pasar Wirolegi,4,Beras Medium / kg,11600
2026-02-06,Kabupaten Jember,Pasar Wirolegi,4,Beras Medium / kg,11600
2026-02-07,Kabupaten Jember,Pasar Wirolegi,4,Beras Medium / kg,11600
2026-02-08,Kabupaten Jember,Pasar Wirolegi,4,Beras Medium / kg,11600
2026-02-02,Kabupaten Bangkalan,Pasar Baru Bancaran,4,Beras Medium / kg,12400
2026-02-03,Kabupaten Bangkalan,Pasar Baru Bancaran,4,Beras Medium / kg,12400
2026-02-04,Kabupaten Bangkalan,Pasar Baru Bancaran,4,Beras Medium / kg,12400
2026-02-05,Kabupaten Bangkalan,Pasar Baru Bancaran,4,Beras Medium / kg,12400
2026-02-06,Kabupaten Bangkalan,Pasar Baru Bancaran,4,Beras Medium / kg,12400
2026-02-07,Kabupaten Bangkalan,Pasar Baru Bancaran,4,Beras Medium / kg,12400
2026-02-08,Kabupaten Bangkalan,Pasar Baru Bancaran,4,Beras Medium / kg,12400
2026-02-02,Kabupaten Bangkalan,Pasar Ki Lemah Duwur,4,Beras Medium / kg,12400
2026-02-03,Kabupaten Bangkalan,Pasar Ki Lemah Duwur,4,Beras Medium / kg,12400
2026-02-04,Kabupaten Bangkalan,Pasar Ki Lemah Duwur,4,Beras Medium / kg,12400
2026-02-05,Kabupaten Bangkalan,Pasar Ki Lemah Duwur,4,Beras Medium / kg,12400
2026-02-06,Kabupaten Bangkalan,Pasar Ki Lemah Duwur,4,Beras Medium / kg,12400
2026-02-07,Kabupaten Bangkalan,Pasar Ki Lemah Duwur,4,Beras Medium / kg,12400
2026-02-08,Kabupaten Bangkalan,Pasar Ki Lemah Duwur,4,Beras Medium / kg,12400
2026-02-02,Kabupaten Bangkalan,Pasar Senenan,4,Beras Medium / kg,12400
2026-02-03,Kabupaten Bangkalan,Pasar Senenan,4,Beras Medium / kg,12400
2026-02-04,Kabupaten Bangkalan,Pasar Senenan,4,Beras Medium / kg,12400
2026-02-05,Kabupaten Bangkalan,Pasar Senenan,4,Beras Medium / kg,12400
2026-02-06,Kabupaten Bangkalan,Pasar Senenan,4,Beras Medium / kg,12400
2026-02-07,Kabupaten Bangkalan,Pasar Senenan,4,Beras Medium / kg,12400
2026-02-08,Kabupaten Bangkalan,Pasar Senenan,4,Beras Medium / kg,12400
2026-02-02,Kabupaten Banyuwangi,Pasar Banyuwangi,4,Beras Medium / kg,12000
2026-02-03,Kabupaten Banyuwangi,Pasar Banyuwangi,4,Beras Medium / kg,12000
2026-02-04,Kabupaten Banyuwangi,Pasar Banyuwangi,4,Beras Medium / kg,12000
2026-02-05,Kabupaten Banyuwangi,Pasar Banyuwangi,4,Beras Medium / kg,12000
2026-02-06,Kabupaten Banyuwangi,Pasar Banyuwangi,4,Beras Medium / kg,12000
2026-02-07,Kabupaten Banyuwangi,Pasar Banyuwangi,4,Beras Medium / kg,12000
2026-02-08,Kabupaten Banyuwangi,Pasar Banyuwangi,4,Beras Medium / kg,12000
2026-02-02,Kabupaten Banyuwangi,Pasar Blambangan,4,Beras Medium / kg,12000
2026-02-03,Kabupaten Banyuwangi,Pasar Blambangan,4,Beras Medium / kg,12000
2026-02-04,Kabupaten Banyuwangi,Pasar Blambangan,4,Beras Medium / kg,12000
2026-02-05,Kabupaten Banyuwangi,Pasar Blambangan,4,Beras Medium / kg,12000
2026-02-06,Kabupaten Banyuwangi,Pasar Blambangan,4,Beras Medium / kg,12000
2026-02-07,Kabupaten Banyuwangi,Pasar Blambangan,4,Beras Medium / kg,12000
2026-02-08,Kabupaten Banyuwangi,Pasar Blambangan,4,Beras Medium / kg,12000
2026-02-02,Kabupaten Banyuwangi,Pasar Genteng I,4,Beras Medium / kg,12500
2026-02-03,Kabupaten Banyuwangi,Pasar Genteng I,4,Beras Medium / kg,12500
2026-02-04,Kabupaten Banyuwangi,Pasar Genteng I,4,Beras Medium / kg,12500
2026-02-05,Kabupaten Banyuwangi,Pasar Genteng I,4,Beras Medium / kg,12500
2026-02-06,Kabupaten Banyuwangi,Pasar Genteng I,4,Beras Medium / kg,12500
2026-02-07,Kabupaten Banyuwangi,Pasar Genteng I,4,Beras Medium / kg,12500
2026-02-08,Kabupaten Banyuwangi,Pasar Genteng I,4,Beras Medium / kg,12500
2026-02-02,Kabupaten Banyuwangi,Pasar Jajag,4,Beras Medium / kg,13000
2026-02-03,Kabupaten Banyuwangi,Pasar Jajag,4,Beras Medium / kg,13000
2026-02-04,Kabupaten Banyuwangi,Pasar Jajag,4,Beras Medium / kg,13000
2026-02-05,Kabupaten Banyuwangi,Pasar Jajag,4,Beras Medium / kg,13000
2026-02-06,Kabupaten Banyuwangi,Pasar Jajag,4,Beras Medium / kg,13000
2026-02-07,Kabupaten Banyuwangi,Pasar Jajag,4,Beras Medium / kg,13000
2026-02-08,Kabupaten Banyuwangi,Pasar Jajag,4,Beras Medium / kg,13000
2026-02-02,Kabupaten Banyuwangi,Pasar Rogojampi,4,Beras Medium / kg,12500
2026-02-03,Kabupaten Banyuwangi,Pasar Rogojampi,4,Beras Medium / kg,12500
2026-02-04,Kabupaten Banyuwangi,Pasar Rogojampi,4,Beras Medium / kg,12500
2026-02-05,Kabupaten Banyuwangi,Pasar Rogojampi,4,Beras Medium / kg,12500
2026-02-06,Kabupaten Banyuwangi,Pasar Rogojampi,4,Beras Medium / kg,12500
2026-02-07,Kabupaten Banyuwangi,Pasar Rogojampi,4,Beras Medium / kg,12500
2026-02-08,Kabupaten Banyuwangi,Pasar Rogojampi,4,Beras Medium / kg,12500
2026-02-02,Kabupaten Blitar,Pasar Lodoyo,4,Beras Medium / kg,12500
2026-02-03,Kabupaten Blitar,Pasar Lodoyo,4,Beras Medium / kg,12500
2026-02-04,Kabupaten Blitar,Pasar Lodoyo,4,Beras Medium / kg,12500
2026-02-05,Kabupaten Blitar,Pasar Lodoyo,4,Beras Medium / kg,12500
2026-02-06,Kabupaten Blitar,Pasar Lodoyo,4,Beras Medium / kg,12500
2026-02-07,Kabupaten Blitar,Pasar Lodoyo,4,Beras Medium / kg,12500
2026-02-08,Kabupaten Blitar,Pasar Lodoyo,4,Beras Medium / kg,12500
2026-02-02,Kabupaten Blitar,Pasar Wlingi,4,Beras Medium / kg,12500
2026-02-03,Kabupaten Blitar,Pasar Wlingi,4,Beras Medium / kg,12500
2026-02-04,Kabupaten Blitar,Pasar Wlingi,4,Beras Medium / kg,12500
2026-02-05,Kabupaten Blitar,Pasar Wlingi,4,Beras Medium / kg,12500
2026-02-06,Kabupaten Blitar,Pasar Wlingi,4,Beras Medium / kg,12500
2026-02-07,Kabupaten Blitar,Pasar Wlingi,4,Beras Medium / kg,12500
2026-02-08,Kabupaten Blitar,Pasar Wlingi,4,Beras Medium / kg,12500
2026-02-02,Kabupaten Bojonegoro,Pasar Kota Baru,4,Beras Medium / kg,12500
2026-02-03,Kabupaten Bojonegoro,Pasar Kota Baru,4,Beras Medium / kg,12500
2026-02-04,Kabupaten Bojonegoro,Pasar Kota Baru,4,Beras Medium / kg,12500
2026-02-05,Kabupaten Bojonegoro,Pasar Kota Baru,4,Beras Medium / kg,12500
2026-02-06,Kabupaten Bojonegoro,Pasar Kota Baru,4,Beras Medium / kg,12500
2026-02-07,Kabupaten Bojonegoro,Pasar Kota Baru,4,Beras Medium / kg,12500
2026-02-08,Kabupaten Bojonegoro,Pasar Kota Baru,4,Beras Medium / kg,12500
2026-02-02,Kabupaten Bojonegoro,Pasar Wisata (Pasar Kota Lama),4,Beras Medium / kg,12500
2026-02-03,Kabupaten Bojonegoro,Pasar Wisata (Pasar Kota Lama),4,Beras Medium / kg,12500
2026-02-04,Kabupaten Bojonegoro,Pasar Wisata (Pasar Kota Lama),4,Beras Medium / kg,12500
2026-02-05,Kabupaten Bojonegoro,Pasar Wisata (Pasar Kota Lama),4,Beras Medium / kg,12500
2026-02-06,Kabupaten Bojonegoro,Pasar Wisata (Pasar Kota Lama),4,Beras Medium / kg,12500
2026-02-07,Kabupaten Bojonegoro,Pasar Wisata (Pasar Kota Lama),4,Beras Medium / kg,12500
2026-02-08,Kabupaten Bojonegoro,Pasar Wisata (Pasar Kota Lama),4,Beras Medium / kg,12500
2026-02-02,Kabupaten Bondowoso,Pasar Induk Bondowoso,4,Beras Medium / kg,13400
2026-02-03,Kabupaten Bondowoso,Pasar Induk Bondowoso,4,Beras Medium / kg,13400
2026-02-04,Kabupaten Bondowoso,Pasar Induk Bondowoso,4,Beras Medium / kg,13400
2026-02-05,Kabupaten Bondowoso,Pasar Induk Bondowoso,4,Beras Medium / kg,13400
2026-02-06,Kabupaten Bondowoso,Pasar Induk Bondowoso,4,Beras Medium / kg,13400
2026-02-07,Kabupaten Bondowoso,Pasar Induk Bondowoso,4,Beras Medium / kg,13400
2026-02-08,Kabupaten Bondowoso,Pasar Induk Bondowoso,4,Beras Medium / kg,13400
2026-02-02,Kabupaten Bondowoso,Pasar Maesan,4,Beras Medium / kg,13500
2026-02-03,Kabupaten Bondowoso,Pasar Maesan,4,Beras Medium / kg,13500
2026-02-04,Kabupaten Bondowoso,Pasar Maesan,4,Beras Medium / kg,13500
2026-02-05,Kabupaten Bondowoso,Pasar Maesan,4,Beras Medium / kg,13500
2026-02-06,Kabupaten Bondowoso,Pasar Maesan,4,Beras Medium / kg,13500
2026-02-07,Kabupaten Bondowoso,Pasar Maesan,4,Beras Medium / kg,13500
2026-02-08,Kabupaten Bondowoso,Pasar Maesan,4,Beras Medium / kg,13500
2026-02-02,Kabupaten Bondowoso,Pasar Prajekan,4,Beras Medium / kg,13500
2026-02-03,Kabupaten Bondowoso,Pasar Prajekan,4,Beras Medium / kg,13500
2026-02-04,Kabupaten Bondowoso,Pasar Prajekan,4,Beras Medium / kg,13500
2026-02-05,Kabupaten Bondowoso,Pasar Prajekan,4,Beras Medium / kg,13500
2026-02-06,Kabupaten Bondowoso,Pasar Prajekan,4,Beras Medium / kg,13500
2026-02-07,Kabupaten Bondowoso,Pasar Prajekan,4,Beras Medium / kg,13500
2026-02-08,Kabupaten Bondowoso,Pasar Prajekan,4,Beras Medium / kg,13500
2026-02-02,Kabupaten Bondowoso,Pasar Wonosari,4,Beras Medium / kg,13300
2026-02-03,Kabupaten Bondowoso,Pasar Wonosari,4,Beras Medium / kg,13300
2026-02-04,Kabupaten Bondowoso,Pasar Wonosari,4,Beras Medium / kg,13300
2026-02-05,Kabupaten Bondowoso,Pasar Wonosari,4,Beras Medium / kg,13300
2026-02-06,Kabupaten Bondowoso,Pasar Wonosari,4,Beras Medium / kg,13300
2026-02-07,Kabupaten Bondowoso,Pasar Wonosari,4,Beras Medium / kg,13300
2026-02-08,Kabupaten Bondowoso,Pasar Wonosari,4,Beras Medium / kg,13300
2026-02-02,Kabupaten Gresik,Pasar Baru,4,Beras Medium / kg,12600
2026-02-03,Kabupaten Gresik,Pasar Baru,4,Beras Medium / kg,12600
2026-02-04,Kabupaten Gresik,Pasar Baru,4,Beras Medium / kg,12600
2026-02-05,Kabupaten Gresik,Pasar Baru,4,Beras Medium / kg,12600
2026-02-06,Kabupaten Gresik,Pasar Baru,4,Beras Medium / kg,12600
2026-02-07,Kabupaten Gresik,Pasar Baru,4,Beras Medium / kg,12600
2026-02-08,Kabupaten Gresik,Pasar Baru,4,Beras Medium / kg,12600
2026-02-02,Kabupaten Gresik,Pasar Kota,4,Beras Medium / kg,15000
2026-02-03,Kabupaten Gresik,Pasar Kota,4,Beras Medium / kg,15000
2026-02-04,Kabupaten Gresik,Pasar Kota,4,Beras Medium / kg,15000
2026-02-05,Kabupaten Gresik,Pasar Kota,4,Beras Medium / kg,15000
2026-02-06,Kabupaten Gresik,Pasar Kota,4,Beras Medium / kg,15000
2026-02-07,Kabupaten Gresik,Pasar Kota,4,Beras Medium / kg,15000
2026-02-08,Kabupaten Gresik,Pasar Kota,4,Beras Medium / kg,15000
2026-02-02,Kabupaten Gresik,Pasar Sidomoro,4,Beras Medium / kg,12500
2026-02-03,Kabupaten Gresik,Pasar Sidomoro,4,Beras Medium / kg,12500
2026-02-04,Kabupaten Gresik,Pasar Sidomoro,4,Beras Medium / kg,12500
2026-02-05,Kabupaten Gresik,Pasar Sidomoro,4,Beras Medium / kg,12500
2026-02-06,Kabupaten Gresik,Pasar Sidomoro,4,Beras Medium / kg,12500
2026-02-07,Kabupaten Gresik,Pasar Sidomoro,4,Beras Medium / kg,12500
2026-02-08,Kabupaten Gresik,Pasar Sidomoro,4,Beras Medium / kg,12500
2026-02-02,Kabupaten Jombang,Pasar Cukir,4,Beras Medium / kg,14500
2026-02-03,Kabupaten Jombang,Pasar Cukir,4,Beras Medium / kg,14500
2026-02-04,Kabupaten Jombang,Pasar Cukir,4,Beras Medium / kg,14500
